user_id,city,age,reg_method,reg_date,ex_date,gender
6189,13,20,9,20110729,20170921,female
4783,13,30,9,20120815,20170920,male
76,15,24,9,20130420,20171008,male
15007,5,45,9,20070308,20180829,male
216,13,35,9,20150416,20171003,male
721,13,27,9,20110202,20170921,female
10055,15,35,3,20131012,20170422,male
18465,22,30,9,20100610,20180312,male
13443,6,16,4,20160830,20170812,female
24180,6,52,3,20141220,20170610,female
17345,10,27,9,20040919,20170930,male
11672,5,28,7,20160122,20171003,male
4072,22,21,9,20110927,20180626,male
6165,13,0,3,20140626,20180115,female
9144,22,27,9,20070213,20171009,male
4146,5,20,9,20161212,20170910,male
5512,6,29,9,20070422,20170930,male
8106,11,20,3,20130205,20171027,female
10723,22,22,9,20110213,20170723,female
11443,15,25,9,20110119,20170930,male
11161,4,23,7,20150127,20170915,female
496,13,32,9,20130214,20171025,female
12226,14,41,9,20060415,20170909,female
14614,5,33,9,20150902,20171119,female
11128,14,26,3,20141120,20171026,female
15678,13,25,9,20120512,20170304,male
19063,8,17,7,20160402,20170922,male
15306,4,30,3,20150511,20160910,male
22121,4,23,3,20120617,20171125,female
11149,4,19,9,20140925,20171111,male
9953,4,22,3,20121022,20170903,female
1,5,35,9,20081106,20170930,male
20549,6,21,3,20140615,20170609,female
12737,1,22,3,20141104,20170710,male
16564,17,28,3,20151116,20171124,female
21159,8,19,4,20161010,20170718,female
15964,13,19,9,20131030,20170202,male
16835,5,21,9,20110727,20170717,male
5114,6,22,9,20141110,20171006,female
11685,4,26,4,20160417,20171003,male
13384,5,31,9,20110129,20171006,male
17037,5,39,9,20060925,20171004,female
22911,1,0,3,20150319,20161205,male
17490,5,33,7,20120511,20170411,male
14600,12,19,9,20110731,20171103,female
3508,15,31,3,20130720,20180419,male
17001,15,34,9,20090315,20170106,male
9201,6,58,9,20050309,20170930,male
6178,10,31,3,20120117,20171212,male
23339,13,17,3,20120708,20171002,female
11913,5,19,3,20141203,20161210,male
687,5,24,4,20170101,20171003,female
10625,22,22,4,20170113,20170814,male
659,15,18,9,20150502,20180430,female
11628,5,31,7,20120116,20170927,male
18104,15,26,7,20161121,20170920,female
6607,1,35,3,20150716,20170913,female
16682,5,0,9,20050331,20180414,female
21811,4,25,3,20150131,20150526,female
18953,3,27,9,20140217,20170816,female
23297,5,41,9,20050922,20171029,female
20060,22,22,3,20121028,20171007,male
15816,6,18,3,20150905,20170609,female
5121,15,30,9,20070621,20180901,male
17434,5,38,9,20071130,20170930,male
13646,4,20,9,20110714,20170920,male
7120,6,27,7,20110527,20170930,male
12904,5,46,7,20100528,20170924,male
5363,21,29,9,20121122,20170729,male
9612,5,61,9,20080521,20171031,female
24220,13,23,9,20070909,20170922,male
97,13,18,3,20120915,20171003,female
17779,10,31,3,20160806,20170712,male
12548,6,27,9,20111026,20170930,female
6175,15,25,3,20130301,20171103,male
996,15,22,4,20151029,20171006,male
3772,5,35,9,20110206,20171002,female
1445,11,22,9,20130808,20171101,female
18989,8,31,9,20071203,20171118,male
14639,13,38,3,20150927,20170915,male
10068,4,33,9,20041011,20170922,male
10883,12,21,9,20081028,20171029,male
14169,15,20,3,20141230,20161218,female
15015,12,23,3,20150730,20180910,male
20934,5,23,3,20150710,20170708,female
7129,15,32,9,20101210,20171229,female
8652,11,26,3,20121230,20171001,male
12937,13,25,7,20160305,20171004,female
3619,5,24,9,20100818,20170912,male
20332,18,35,7,20160119,20170908,female
17424,13,22,3,20130412,20180327,female
18585,13,28,9,20130815,20180820,female
5666,13,27,9,20111017,20171001,female
4304,5,28,7,20110314,20171006,male
3760,22,30,7,20101213,20170516,male
2568,18,22,9,20070609,20170930,male
15323,13,24,3,20120517,20171002,female
6378,4,21,9,20140403,20170604,female
8703,15,23,9,20040907,20170916,male
20392,4,22,9,20140822,20180114,female
6956,6,30,9,20100423,20170610,male
10332,5,19,3,20130412,20170719,male
323,6,20,3,20140526,20170930,female
20003,1,27,4,20161222,20161226,male
8042,15,27,9,20140219,20170922,male
16519,22,28,9,20160906,20170320,male
10794,1,18,3,20161108,20161210,male
7111,8,18,7,20160625,20170930,male
11311,4,30,7,20111220,20170914,male
21700,13,37,9,20111201,20170708,female
1778,7,25,9,20110826,20170927,female
13274,22,18,9,20141202,20170909,male
18811,5,26,9,20140224,20170915,male
19595,3,32,9,20060930,20170930,male
18889,4,36,9,20130307,20170909,female
11970,12,22,3,20141125,20171003,female
14257,22,40,9,20110614,20171218,female
1787,15,23,9,20140614,20170809,female
201,13,24,9,20120606,20171004,female
14258,8,24,4,20170114,20170610,female
2912,13,15,3,20140402,20170618,male
11461,5,18,9,20150216,20170915,female
8270,13,25,3,20111210,20171024,female
13750,5,30,9,20140808,20170813,male
16191,15,28,9,20110716,20160701,female
8669,12,38,7,20111228,20180708,female
10027,18,34,9,20061226,20171005,female
3340,15,36,9,20040329,20161110,female
8786,14,22,9,20111101,20170914,male
3639,5,37,9,20040328,20170930,female
16789,14,42,7,20140802,20161231,female
15526,5,26,3,20160815,20161124,female
10209,13,23,9,20081212,20170924,female
343,6,28,4,20160315,20170920,female
13180,1,14,4,20151008,20170813,male
4613,12,24,9,20121116,20171006,male
20079,6,28,3,20141118,20180911,female
18728,4,32,9,20111012,20171124,male
20149,5,43,9,20101226,20180714,female
799,15,21,3,20160104,20180405,female
21842,13,31,3,20121107,20170708,female
8775,22,35,7,20110724,20181008,male
1204,4,33,7,20110204,20171002,female
11823,22,54,9,20131003,20171106,female
3148,13,28,9,20080903,20180103,female
5425,5,23,7,20141106,20170824,male
3803,4,38,9,20050623,20171008,male
7258,5,38,7,20160218,20170918,male
4780,13,30,9,20080315,20171006,female
6031,15,29,9,20110911,20170930,male
6612,6,23,3,20120607,20180606,male
23324,5,25,9,20130216,20150615,female
15409,5,23,9,20090621,20170911,female
9755,1,37,4,20151029,20170715,female
14703,5,0,3,20121128,20171225,female
5445,6,27,9,20090601,20170208,female
4499,13,25,4,20160402,20180115,female
4560,5,24,9,20060307,20171002,male
11946,13,41,3,20160827,20161107,male
22966,13,28,7,20110220,20170919,female
14049,13,25,9,20051103,20170909,male
21022,13,25,9,20101121,20170925,female
17823,13,20,9,20131201,20170912,male
4131,13,27,9,20131217,20170919,male
24334,4,37,3,20150321,20171002,male
7853,3,20,3,20141113,20171001,male
3156,22,26,3,20140201,20171223,male
18737,5,27,9,20070624,20171114,male
21682,12,16,4,20160126,20160219,female
1362,5,36,9,20080117,20170923,female
15126,13,31,9,20101030,20170306,female
11407,12,24,9,20141228,20170203,male
8805,10,27,7,20111223,20170908,male
11683,13,15,4,20160622,20170610,female
11216,5,18,3,20150112,20171006,male
14461,13,21,9,20141217,20170920,male
14186,22,21,9,20150806,20170305,female
15277,13,34,7,20110809,20170909,female
12344,7,28,7,20151014,20170913,female
12828,15,24,3,20141006,20171002,female
529,15,24,7,20160214,20171003,female
13805,15,131,7,20101216,20170916,female
9791,22,22,9,20101206,20170926,female
8111,22,25,7,20170117,20170917,male
15162,13,17,3,20160103,20171005,female
4910,15,25,3,20130223,20170911,male
19009,14,34,9,20060328,20171005,female
8498,8,26,3,20131102,20171009,female
6581,13,23,9,20090228,20170926,male
8839,22,22,9,20080410,20170721,female
17099,8,20,3,20130814,20170611,female
19883,1,13,3,20170115,20170118,female
6201,6,32,9,20051029,20170930,female
3241,15,24,9,20111105,20171021,female
20109,5,62,9,20130524,20171002,female
5254,22,23,9,20160810,20180113,male
18074,13,22,9,20070609,20170715,male
8522,12,20,3,20160220,20180525,male
10548,11,30,9,20160315,20170928,female
14684,1,0,3,20140826,20170920,male
1940,1,17,4,20160204,20170915,male
14784,4,27,7,20140115,20170909,male
22487,4,19,4,20160126,20170323,male
4442,21,24,7,20130419,20170919,male
5923,13,27,3,20150411,20170920,female
4989,1,18,3,20150803,20170320,male
5155,3,18,4,20161120,20170610,female
18688,13,27,3,20130512,20170821,male
8181,13,36,3,20141030,20170919,male
6987,5,22,4,20160808,20170711,male
17908,15,31,9,20110828,20170715,male
375,5,20,9,20120113,20170910,female
19132,5,49,4,20161209,20170709,female
21982,5,20,4,20160319,20160416,female
14220,5,24,9,20110611,20171022,female
22970,13,35,9,20161129,20170930,female
8510,13,31,9,20110113,20171014,female
16740,13,25,9,20060219,20170930,female
6002,13,40,9,20100503,20180616,male
15737,13,37,9,20060224,20170930,male
12712,12,32,3,20161003,20171006,female
7749,4,26,7,20150415,20161110,male
17702,22,31,3,20120722,20171024,female
4012,4,28,9,20111101,20170225,female
10980,15,34,9,20111103,20170908,female
16967,17,19,3,20140715,20170918,female
2757,15,33,3,20150508,20170916,female
3164,14,0,7,20130407,20170609,female
618,1,51,9,20111117,20170917,female
1868,14,23,3,20151003,20170828,male
7818,1,33,3,20170102,20170613,female
18205,22,20,9,20090322,20171006,male
19775,5,35,7,20151129,20170930,female
19266,13,18,9,20101124,20170613,male
7296,13,30,9,20100909,20170519,female
4058,15,31,9,20111019,20171020,female
20114,22,25,9,20140404,20171004,male
13268,5,27,3,20140318,20170729,male
17771,12,20,4,20161104,20161111,female
12410,5,33,9,20130903,20170930,male
18018,5,40,9,20090124,20171029,male
11820,13,0,3,20121203,20170922,female
3678,15,26,9,20121014,20170930,female
24823,4,39,4,20160129,20160602,female
24190,13,41,9,20080523,20170305,female
4765,5,27,9,20140424,20180207,female
19131,5,28,9,20081014,20170130,male
10272,14,19,9,20110815,20170610,female
4279,18,23,3,20121027,20170913,female
9409,5,22,9,20120527,20170128,female
23863,7,26,9,20070407,20161203,male
9543,4,0,9,20150821,20170705,female
9606,1,23,4,20151017,20161203,female
15236,5,28,4,20151224,20170909,female
1929,13,27,3,20121227,20171021,female
4919,6,29,9,20111101,20170816,male
5402,13,27,9,20111205,20170930,male
11842,13,20,9,20121123,20170206,male
1916,5,18,9,20140827,20180109,male
9172,20,25,7,20130221,20170921,female
23959,6,47,9,20111105,20161226,female
7901,1,64,3,20151003,20160503,female
7623,15,29,4,20160216,20171015,male
20784,12,26,9,20121013,20180716,female
3615,18,21,9,20150614,20170812,female
5788,13,36,9,20051229,20180904,female
20330,15,25,4,20170105,20170816,female
19249,6,36,9,20070718,20180707,male
18048,5,27,3,20140920,20171005,male
17306,13,26,9,20111109,20170711,male
15269,22,42,9,20101104,20171003,female
3353,13,28,9,20100502,20170909,male
9439,13,29,3,20150811,20171006,male
8726,13,32,9,20091123,20171031,male
7027,12,31,3,20130513,20170930,male
7646,13,21,3,20141130,20170911,male
1433,18,21,9,20091206,20180617,female
15433,8,23,9,20080307,20170708,female
6625,13,27,9,20051021,20180218,female
191,5,50,3,20111222,20180422,male
4193,12,23,3,20150914,20171121,female
17382,8,16,3,20161029,20170923,male
22231,5,32,7,20131216,20171006,male
692,4,22,7,20130708,20170925,female
4760,15,38,9,20061019,20171020,male
19778,12,40,9,20100814,20170930,male
23896,15,32,3,20150403,20170910,male
1754,13,28,3,20120528,20170708,female
24172,22,24,4,20161212,20161215,female
12324,13,34,9,20131227,20180613,male
9112,9,23,9,20111113,20170910,male
23521,22,21,3,20141102,20170617,female
16675,13,27,9,20090224,20180103,female
7325,13,17,3,20150206,20171002,male
19432,1,23,4,20160621,20170614,female
12680,22,35,9,20110323,20180709,male
6724,15,29,9,20091115,20171005,female
19825,5,28,9,20140508,20170814,female
6144,22,21,9,20150730,20171006,female
19565,22,27,9,20051030,20170925,male
3919,14,31,9,20101222,20170930,female
9574,4,32,9,20120609,20171002,female
17915,4,32,9,20110824,20170926,female
23117,13,39,3,20121229,20170913,female
1214,4,34,9,20050512,20170617,male
10945,14,32,9,20130814,20180409,male
21579,16,24,9,20161101,20170909,male
2271,4,43,3,20130709,20180805,male
9303,13,37,9,20110507,20170908,male
22610,1,18,4,20160113,20161201,male
13858,8,30,7,20160104,20171004,male
22099,1,90,3,20150819,20161127,male
13784,1,16,3,20151228,20170613,female
887,21,20,3,20150705,20170719,female
1343,21,18,3,20131005,20170925,female
6896,5,22,4,20160912,20161019,female
18130,8,29,9,20050305,20170423,male
8617,15,34,3,20150417,20170417,female
8553,13,28,9,20111227,20170809,female
4295,5,47,7,20151004,20171004,male
16714,4,38,9,20060307,20180401,female
11597,4,21,9,20100211,20170915,female
5219,5,47,9,20100728,20171218,male
20451,22,59,9,20090902,20171001,male
4219,14,36,7,20110329,20170908,female
17562,13,37,9,20130119,20171114,male
11534,13,44,9,20140404,20170926,female
16621,5,20,9,20150307,20170930,female
5241,4,24,7,20170124,20170924,male
2519,7,37,9,20070930,20171210,female
2204,1,23,4,20160419,20170808,male
2363,4,24,9,20130401,20171004,female
15364,15,17,4,20160417,20160420,female
7649,13,28,9,20131230,20170825,male
710,13,28,3,20120913,20171001,female
21798,5,27,3,20150901,20170326,male
14750,13,31,9,20040918,20170902,male
23686,13,73,3,20130224,20170908,male
3191,21,22,3,20151220,20161226,male
11679,22,49,7,20161224,20170923,female
6092,12,28,3,20120815,20170612,male
3480,5,25,4,20160317,20170926,male
19484,1,26,3,20150918,20150925,female
4959,10,24,7,20131114,20170908,female
20788,13,29,9,20081027,20170815,female
11257,6,26,9,20120525,20171002,female
18875,6,0,3,20141004,20170920,male
2280,4,22,3,20141003,20170928,male
1588,5,30,9,20120906,20170915,male
1323,8,19,7,20141010,20170818,male
23445,15,30,9,20121003,20171005,male
11396,12,32,9,20070830,20171002,male
8832,5,34,9,20100513,20201017,male
6530,4,32,9,20091016,20170907,female
15360,21,32,9,20101129,20170717,male
4226,22,27,9,20060704,20170930,male
11603,13,24,3,20141004,20170201,male
23930,5,54,3,20130925,20170907,female
4318,13,30,9,20080927,20171006,female
19772,22,22,9,20151106,20171006,female
21716,22,22,4,20161221,20170924,female
2259,22,32,3,20130811,20170910,male
4964,15,41,4,20160302,20171220,male
6595,9,28,4,20160213,20170817,female
4781,13,24,9,20110721,20170913,male
11794,5,28,7,20120106,20170912,female
109,4,19,3,20130806,20171001,male
1456,15,26,3,20121018,20171019,male
7288,1,19,4,20161210,20170105,female
17655,9,45,9,20110622,20171013,female
13642,13,27,9,20150314,20180720,female
9384,15,28,9,20110131,20170617,female
21231,15,48,9,20080502,20170930,male
23750,13,52,9,20120614,20170918,female
8518,15,0,7,20131211,20171003,male
9896,9,17,9,20160903,20170908,female
12880,13,17,3,20150912,20170722,male
8166,13,20,7,20140112,20171025,female
9736,18,24,9,20140117,20170917,female
20776,5,52,9,20100529,20180524,female
6151,5,28,9,20040820,20171001,male
12897,5,22,9,20160308,20161221,male
20383,15,28,9,20141223,20161116,male
10286,6,29,9,20100728,20171107,male
18488,6,33,9,20130403,20170919,male
21448,11,31,9,20060324,20180325,female
17742,5,40,9,20111011,20170910,male
1126,5,48,9,20070805,20170606,male
12002,13,42,9,20070214,20171214,male
335,13,37,9,20150603,20170410,male
22403,13,35,9,20120717,20170920,female
8069,9,22,9,20131117,20170908,female
18569,5,24,4,20160822,20171018,female
6385,22,23,9,20150816,20170916,female
11947,22,26,9,20140126,20170929,female
8788,1,27,3,20140913,20170901,male
2009,5,33,9,20071013,20170925,male
16352,17,19,3,20161129,20161130,female
4042,22,31,9,20100708,20181011,female
14800,6,25,9,20060311,20170930,male
21944,13,39,9,20100110,20170907,female
4854,1,0,3,20140930,20170926,female
20571,4,50,9,20110720,20180916,male
13108,18,30,3,20121220,20171008,male
2004,22,22,4,20151215,20170818,male
6527,15,38,9,20070716,20170927,female
7016,13,28,9,20100608,20170914,female
21713,5,29,7,20150822,20170921,female
3979,4,26,3,20111213,20140817,male
10235,15,39,9,20110210,20171213,female
16994,5,25,9,20091128,20170909,female
117,1,27,3,20150105,20170630,female
3167,5,20,3,20130212,20170924,female
19954,4,0,3,20130628,20170608,male
1530,10,20,4,20160812,20170722,female
15347,13,39,9,20070301,20170916,male
8586,6,26,9,20080827,20171225,male
14790,5,28,9,20101214,20170930,female
19907,13,32,4,20160824,20171028,female
6550,4,21,9,20111127,20171026,male
13375,14,29,7,20120109,20170907,female
16472,5,36,9,20061118,20170831,male
7684,15,21,9,20090418,20170923,male
1813,5,30,9,20080621,20170910,male
5922,18,19,9,20111012,20180929,female
8160,22,23,3,20121113,20171003,female
22501,15,17,4,20161211,20161216,male
16611,5,41,9,20090327,20180103,male
7315,20,19,9,20110924,20170930,female
19709,4,20,4,20151027,20170912,female
3573,15,29,7,20120801,20171001,male
17337,13,28,4,20151128,20171128,female
20809,22,27,4,20160918,20170708,male
1875,5,23,9,20140130,20180621,female
7112,15,27,9,20160302,20170910,male
23295,1,0,7,20160817,20170917,female
5667,15,29,9,20070505,20171109,female
9105,4,17,3,20141111,20180312,male
18988,9,26,9,20111111,20170914,male
15386,10,20,7,20151217,20170718,male
23405,4,19,9,20150625,20170915,male
18072,18,28,7,20121023,20170930,male
7115,4,22,3,20150210,20170928,male
24426,22,19,3,20130328,20171002,female
6200,13,26,9,20150715,20171004,female
4129,5,29,7,20110616,20170930,female
37,14,27,9,20060227,20171004,female
4234,4,22,7,20150105,20171004,male
12924,13,21,3,20140927,20180723,female
11183,15,19,4,20151204,20170828,male
5665,5,31,9,20080818,20171012,female
8477,5,36,9,20120719,20170605,female
19849,13,35,9,20110318,20171116,male
9060,7,38,9,20070619,20170828,female
15519,5,36,7,20101023,20170923,male
17644,22,46,9,20070629,20170927,male
13855,4,25,9,20101228,20170929,male
9050,17,22,9,20111001,20170907,male
5577,13,19,9,20101212,20170929,female
22255,13,39,9,20110613,20170303,female
2838,22,29,9,20141206,20171205,male
23226,15,21,9,20101224,20171004,female
4808,15,26,9,20070216,20170818,female
8539,3,26,9,20141022,20170122,male
9069,11,21,7,20161214,20170913,female
20274,15,41,9,20060312,20171025,female
10647,15,23,9,20090623,20170923,female
18272,3,28,9,20141106,20161208,male
22614,9,21,4,20161215,20161218,male
16133,8,16,7,20130813,20171005,male
12779,14,31,9,20100814,20170911,male
7130,10,22,7,20150806,20170919,female
15247,1,16,3,20141109,20150615,female
3983,5,0,9,20150801,20171003,female
17035,12,26,3,20151214,20170708,male
1779,22,27,9,20040828,20171002,male
18282,5,50,9,20070901,20170912,female
8566,15,25,9,20070930,20170921,male
22627,4,24,9,20110320,20171006,female
5572,14,21,9,20111203,20171016,male
13271,14,27,4,20160822,20170411,female
18119,15,26,3,20131203,20170228,male
20191,15,19,3,20150502,20170928,male
21764,13,41,7,20160115,20170914,male
24754,1,32,3,20161014,20161217,male
17460,14,30,7,20120111,20170930,female
3214,3,20,3,20120101,20170911,male
18123,4,20,4,20160831,20170610,female
21821,5,35,9,20121010,20170926,male
8041,13,21,9,20110523,20170910,male
18452,22,0,7,20170117,20171001,male
14691,5,39,9,20070208,20170318,male
10094,4,20,9,20161123,20170929,female
18253,12,21,9,20110522,20110523,male
19328,6,23,9,20110610,20171018,male
11295,1,26,3,20151228,20171004,female
10071,6,18,4,20161128,20170102,male
20368,22,21,9,20160925,20171124,male
23387,13,32,7,20140812,20170626,male
16885,6,21,3,20140810,20170927,male
6556,22,29,7,20110522,20170910,male
19547,21,17,3,20141220,20171001,female
5281,5,20,9,20100307,20180314,female
11836,5,0,7,20110819,20170318,female
11521,5,35,9,20131218,20170926,female
12347,13,27,9,20121021,20180303,female
8724,5,29,9,20130819,20171107,male
781,13,22,9,20111129,20170930,female
6502,4,27,3,20141230,20170930,male
9415,15,23,7,20150509,20171002,male
21426,6,25,9,20080208,20170612,male
20253,18,33,9,20070325,20170915,female
18918,4,34,3,20151221,20170223,female
15747,13,22,3,20140510,20171016,female
3729,7,29,3,20150909,20171013,male
3954,22,30,9,20141130,20170930,male
23612,5,24,9,20111029,20171005,female
16270,14,31,7,20140801,20170505,male
16398,4,42,9,20101008,20180628,male
17076,9,31,9,20110723,20171004,female
19642,13,24,9,20140506,20170912,male
16179,22,23,3,20141002,20180603,male
16906,15,21,9,20140208,20171012,female
23850,6,27,3,20150530,20170122,male
20177,4,37,9,20070920,20170920,male
2103,22,44,7,20130826,20170915,male
9484,13,17,7,20130829,20171006,female
4920,13,20,3,20140819,20171005,male
8759,15,17,9,20160201,20170808,male
11707,8,25,9,20040718,20170930,female
18594,14,30,7,20131206,20170930,male
21325,5,23,9,20110328,20170907,male
14259,1,56,4,20160130,20170420,female
599,13,21,3,20121128,20171215,male
1363,13,26,3,20141105,20170611,male
23946,11,36,3,20120928,20170922,female
5652,6,29,9,20091231,20171014,male
19528,12,31,9,20110119,20170930,male
6953,5,35,9,20090805,20171004,female
10662,3,23,3,20130119,20170909,female
19010,4,32,3,20161013,20170705,male
23355,22,22,9,20071126,20161105,male
16096,13,29,7,20110802,20170329,male
18967,13,25,9,20080315,20181001,female
2856,1,0,7,20131220,20170919,male
16102,1,18,7,20160212,20170912,male
1634,13,31,7,20111221,20170916,female
12596,6,27,4,20160120,20170709,female
24678,8,52,3,20140813,20170209,male
6583,17,20,3,20130217,20170911,male
22055,5,19,3,20161224,20161227,female
11976,13,24,3,20111228,20170201,male
12341,6,29,3,20130704,20170927,female
18262,13,41,9,20060801,20170708,male
18801,9,27,9,20121225,20170704,male
83,12,43,9,20050717,20170930,male
24600,1,22,4,20161217,20170108,male
4165,21,26,3,20140329,20170919,female
10322,13,18,4,20160819,20170916,female
10381,14,49,9,20110212,20171031,male
9272,8,33,3,20121227,20170312,male
6053,13,31,9,20110419,20170620,female
14949,13,46,7,20110803,20170930,female
18733,6,18,7,20151026,20170930,male
20954,5,48,9,20100407,20170708,male
11003,4,23,7,20141120,20170809,female
1187,22,21,9,20091201,20170919,female
3099,15,21,9,20060127,20170930,female
13424,14,26,3,20140227,20171004,female
4529,13,31,4,20160208,20170804,male
5396,6,15,4,20160611,20170818,female
8882,5,0,4,20161105,20180129,male
8608,5,0,7,20120113,20170910,male
9957,15,23,9,20140103,20171001,female
8506,13,27,9,20111210,20171007,female
2331,5,23,7,20140831,20170930,male
3335,6,28,9,20050724,20170919,female
14373,13,58,9,20100228,20170922,male
2984,13,29,9,20080903,20171001,male
4484,5,24,9,20091104,20171201,female
856,13,25,9,20090221,20171012,male
8979,5,38,9,20160627,20170924,male
12716,21,21,4,20161106,20170724,female
8016,5,32,3,20150819,20170110,female
338,15,30,3,20120901,20171001,male
280,5,37,9,20080505,20171007,female
10478,6,29,9,20111108,20170923,male
18083,22,22,3,20150810,20170914,female
5190,3,22,9,20071103,20180930,female
4963,15,47,9,20121223,20170923,male
5019,18,19,3,20150728,20170831,female
5936,14,35,9,20040403,20170702,male
13376,13,17,4,20161217,20161220,male
1296,22,29,4,20151115,20180604,male
16476,4,28,9,20150323,20180813,female
12792,18,38,9,20060724,20171205,female
23063,14,33,9,20070325,20170305,female
16141,12,21,4,20151216,20170724,male
22172,13,25,3,20141007,20170126,male
6787,4,39,3,20130424,20171007,female
14450,9,24,7,20130219,20170930,male
11741,13,33,7,20100724,20170920,female
21039,22,21,3,20140208,20171005,male
10238,13,19,9,20151004,20170708,female
5392,1,24,3,20150318,20171012,female
7548,10,21,7,20140804,20171001,male
7697,5,26,9,20100530,20170925,female
5942,4,23,4,20160907,20170903,male
7554,13,31,9,20120523,20170914,male
21488,6,28,7,20120109,20170909,female
1803,5,55,7,20101215,20171005,female
9057,5,0,7,20130605,20170915,female
18264,22,17,4,20160124,20170711,female
8496,14,19,9,20160814,20171004,male
2579,5,19,4,20151114,20171007,male
24256,8,18,4,20161229,20170129,male
6889,13,21,3,20120711,20171024,female
16657,14,40,7,20120806,20171007,male
1219,22,24,4,20151120,20171009,male
8989,13,27,9,20130606,20171227,female
21381,7,31,7,20160827,20170930,female
7457,5,24,7,20151217,20170916,female
3268,5,28,7,20141130,20170930,male
10833,9,28,9,20071101,20171122,female
6795,12,24,3,20130303,20170927,female
5841,13,44,9,20110317,20170930,female
12943,5,19,9,20150227,20170813,female
9818,4,37,3,20150307,20170917,male
2276,22,31,3,20130129,20171014,male
9220,15,21,4,20161021,20180421,female
22302,11,37,3,20120606,20171021,male
6492,21,28,3,20120903,20170125,female
10636,22,35,9,20150331,20170925,female
13854,6,25,3,20120624,20170708,male
19127,5,29,9,20100807,20170930,male
1866,22,33,9,20080815,20170930,male
8451,12,26,7,20140415,20171006,male
20674,3,34,9,20040624,20170610,female
21804,9,24,3,20120807,20161103,female
1255,1,20,3,20140906,20171019,female
5835,13,29,7,20111227,20171005,female
19724,13,31,9,20050214,20170709,male
13628,5,49,3,20150912,20180410,male
9762,14,28,9,20080425,20170927,female
11687,13,23,4,20160113,20171023,female
14145,13,24,4,20160808,20180308,male
2981,11,27,9,20080627,20170925,female
4674,13,24,9,20160919,20170222,female
5820,15,18,3,20150825,20170813,female
4711,13,27,7,20121222,20171001,female
2084,12,26,9,20090430,20171211,male
2922,22,32,9,20060308,20171006,male
17630,4,19,7,20150815,20170821,male
1158,15,27,9,20080422,20170930,male
12039,8,20,9,20130704,20170106,male
18606,5,38,9,20131024,20170923,male
17950,6,36,9,20070325,20171008,female
21699,15,40,9,20060731,20170930,female
2575,13,25,9,20090808,20171013,male
18659,22,24,9,20101129,20181001,female
507,13,37,3,20141009,20180113,male
12140,22,36,4,20161212,20170713,female
5310,4,24,3,20130802,20180307,male
1443,4,29,3,20150110,20170920,female
14356,5,23,4,20160311,20170525,male
8362,13,23,7,20130617,20170914,female
14932,13,23,3,20140529,20180203,male
13109,5,31,9,20070402,20170930,male
9600,13,34,9,20111219,20171225,male
10314,4,20,3,20130619,20180226,male
1122,13,22,9,20131220,20180601,female
24345,15,36,9,20081114,20170921,female
17321,13,22,9,20140916,20170906,male
15710,17,42,9,20070125,20171002,male
24826,5,21,9,20110315,20110316,female
588,15,29,9,20090306,20171014,female
16735,13,29,7,20160125,20171009,male
10015,13,19,3,20140917,20170831,female
16225,14,20,9,20141027,20171007,male
12175,7,29,9,20130510,20170930,male
8474,22,40,9,20110310,20180929,female
15296,13,25,9,20100930,20170911,male
23417,15,24,3,20130507,20170915,female
7516,5,30,9,20070714,20170927,male
19034,11,39,9,20080129,20170927,male
21712,6,51,4,20161225,20170828,male
12303,5,28,3,20150812,20170920,female
6418,14,29,7,20110219,20180127,female
17192,4,32,7,20130721,20170921,female
4276,13,20,9,20160319,20170719,male
2378,3,20,3,20150102,20170831,male
14148,5,44,7,20101118,20170919,male
6460,1,23,4,20161120,20170129,male
12150,12,18,4,20151126,20161222,female
16660,13,49,9,20110416,20170620,female
14208,22,36,9,20051027,20171001,male
2000,6,24,3,20160222,20171009,male
12186,14,27,7,20160127,20170930,male
22082,4,40,9,20101219,20161101,male
20606,15,21,9,20110220,20170810,male
3955,10,27,9,20161218,20180123,male
11782,13,49,7,20110605,20171005,female
17291,8,23,7,20120109,20170812,female
14486,6,39,9,20090419,20170128,male
14974,4,20,9,20100526,20170112,male
8079,13,23,9,20110313,20170925,female
6696,5,19,9,20111225,20171005,male
317,13,25,9,20080412,20171009,female
1878,13,0,7,20140307,20170922,female
11871,1,18,4,20160304,20171124,male
9911,17,30,9,20160812,20171109,male
21097,5,17,3,20130704,20170225,male
1662,22,22,4,20151130,20170410,male
17484,13,23,9,20110510,20170910,male
2560,13,21,9,20141018,20170922,female
6302,3,26,3,20150816,20171003,male
20696,6,18,3,20150807,20170704,male
5976,5,0,7,20130921,20171006,female
20120,4,21,4,20170128,20170131,female
14161,22,28,7,20111005,20170910,male
9,14,27,9,20150203,20171026,female
21225,5,37,3,20120529,20160910,male
15467,13,33,9,20110226,20171014,male
2919,3,26,3,20141008,20171013,male
20117,5,20,3,20140615,20171021,female
19970,3,29,3,20130318,20170414,male
16458,22,23,9,20151003,20170907,female
7637,12,0,9,20160919,20171001,male
13966,4,30,9,20070225,20170630,female
534,4,27,9,20060922,20171002,male
9989,8,22,9,20140105,20170925,female
8063,1,21,3,20141112,20171005,female
4524,1,16,3,20150818,20180501,female
2656,15,34,9,20150917,20180618,female
18615,6,46,9,20110802,20180203,female
12678,5,23,4,20160208,20170613,female
6401,5,29,7,20160214,20170913,male
